review,rating,date
makasih ngebantu banget kok dapet driver juga baik baik banget apalagi kalau ada voucher diskon uhh itu akan lebih baik sekaliii,5,2022-02-17
sy telfon cs gojek mo komplain tentang driver malah di suruh nunggu 2 menit ga lama ngabisin pulsa sy katanya ga pake pulsa apaan pake pulsa tuh tolong telfon balik sy ad masalah komplain tentang driver,1,2022-02-17
kenapa driver daerah saya susah sekali setiap pesan pasti driver sibuk ujung2 nya kecewa saya sama gojek mau pesen dimna pun driver enggak ada sibuk terus kalo gojek emng tidak aktif lagi buat antar makanan tutup aja aplikasi nya enggak guna driver nya males2 udah jam 10 sampai 11 siang enggak ada driver buat antar makanan,1,2022-02-17
driver atas nama hendra gunawan mobil honda brio da1219pn sangat tidak sopantidak ramahsaia yg menunggu lama malah dia yg marah saia samperin malah ditinggalchatnya kurang ajar dan amat sangat sombong luar biasa,1,2022-02-17
driver nya ramah,5,2022-02-28
heran padahal udah ngasih alamat yang bener tapi masih aja drivernya salah rumah,2,2022-02-15
sekarang gojek lama cariin drivernya mau sejam lebih nyarinya tutup ajalah gojek lagi gak usah bikin apk apk lagi,1,2022-02-15
biaya tambah mahalkasian driver nyadapet ongkos nya gk seberapa,2,2022-02-15
saya nanya sama driver pendapatan ongkir food cuma dpt 8rbkasian s abang y ngantri d resto d hitung gojek ngambil untung y ke banyakan kasian abang driver ybagi lah keuntungan dari per menu yg d pesan customer buat abang driver y,1,2022-02-16
senang pakai gojek alhamdulillah semua driver ramah sambil ngobrol berbagi pengalaman,5,2022-02-16
driver nya ramah mobilnya bersih tanks gojek,5,2022-02-15
ya sebagai pengguna baru cukup puas dengan pelayan gojek turutama d gofud  pesan selalu tepat waktu driver pun ramah dalam memberikan pesanan dan sopan setiap anter makanan trimakasih gojek  sukses selalu,5,2022-02-18
aplikasi nya bagus driver nya ramahramah tapi bjaya jasa aplikasi nya makin sini perasaan nambah melulu jadi awalnya 2rbu sekrang udah 4rbu aja ,2,2022-02-18
tolong pihak gojek kita konsumen bisa liat posisi driver masa setiap order gofood driver nya jauh sekali dari restauranjadi saya konsumen terlalu lama menunggumenunggu driver perjalanan sampai ke restoblom lagi nunggu resto nyiapkan makananblom lagi driver jalan ke tempat konsumen,4,2022-02-18
ribet dapet driver pada jauh mau cancel orderan karena drivernya gak bisa ngambil gak bisa telepon customer service malah disuruh ke menu bantuan di menu bantuan pun diputer2 gak jelas,1,2022-02-27
drivernya ramah,5,2022-02-15
ongkos nya terlalu murah kasihan driver nya,5,2022-02-15
belum pernah mengecewakan sih driver di palangkaraya ramah2 terus dipertahankan yaa sukses,5,2022-02-18
driver gojek tuh pada alay nunggu bentar dikit dicancel giliran jemput lama bgt,1,2022-02-27
pelayan dan drivernya baik,4,2022-02-16
alhamdulillah kurirnya baik dan makanan sampek ke kontumer tepat waktu terima kasih,4,2022-02-28
agak kecewa karna akhir ini jarang banget dapet driver kalo hujan padahal siang loh nunggu nyari drivernya lama membuang waktu saja ,2,2022-02-18
mau krim barang tp titik go send lari ga sesuai alamat driver marah2 pdhl salah dri aplikasi titik alamatnya ,3,2022-02-16
tingkatkan pelayananterutama para driverberikan mereka pasilitas yg membuat mereka merasa nyaman dan bertanggung jawab terhadap barang yg di titipkan di bawa diantarkan kepara konsumen ,5,2022-02-28
kenapa setiap saya order makanan selalu dapat driver yang jauh dari lokasi restoini merugikan saya sebagai pelanggan karena harus menunggu extra lamamohon diperbaiki sistemnya,1,2022-02-18
sekarang kenapa susah dapat driver trus kalau pesan makanan yng kuah2 pasti sampainya udah dingin saya amati di peta pasti driver berhenti dulu agak lama di satu titik gak tau ngapain baru deh sampai di tujuan dan makanannya udah gak panas lagi padahal jarak resto ke tujuan dekat dan gak macet sama sekali,3,2022-02-16
aplikasi sampah saya order drivernya jauh bgt dapetnyapesen makanan saya jadi lama bgt sampenya malah lg buru bego,1,2022-03-01
sekarang jarang ada yg mau klo pesen gocar pas lg gerimisdan kadang di cancel jg sma driver nya mungkin takut mobil nya kotor kali ya klo musim hujan mah,4,2022-03-01
maaf knp y klo setiap ngegosend kan artinya mau antar barang ya tapi pas sudah sampai dan ketika barangnya dilihat drivernya selalu nolakpdhl kan namanya juga antar barang wajar dong kalo barangnya itu berat bukan brati yg antar barang tuh hanya barang kecil saja yg d antar sy sering sekali mendapat driver seprti itu,2,2022-02-18
rada kesel klo laper gbsa dapet driver pas ujan,3,2022-02-18
alhamdulillah selalu puas pakai aplikasi gojekamat sngat memudahakan dr mau antar barangbeli makanbelanjaantar ke suatu tempat dllalhamdulillah driver ramah dan amanah semuabanyak promo diskon pula sukses selalu ya ,5,2022-02-10
kalo dapet driver suka jauh dari titik lokasi,3,2022-02-10
drivernya ramah,5,2022-02-10
kalau berkenan bisa nga di aplikasi kalau pesan makanan lewat go food bayar tunai ada pertanyaan bayar dengan besar nominal sehingga bisa ada kembalinya dari driver hampir rata 2 saya minta kembalian tidak ada kalau tips pasti saya tambahkan,3,2022-02-10
drivernya ramah2 semua,5,2022-02-10
tolong perbaiki aplikasi tentang orderan karena orderan bisa di gandakan soalnya saya sebagai driver sering mendapatkan orderan ganda,2,2022-02-21
di kota serang banten susah untuk dapetin driver udah nunggu lama trus dapet driver tpi drivernya malah ga bisa dihubungin nunggu driver doang bisa smpe 2 jam klo mlm pesan di resto yg di mall keburu tutup dlu restonya,1,2022-03-06
pernah salah pesen menu trs sy cancel sy pesen lg di resto yg sm tp menu beda tp untungnya blm dpt driver mohon maaf ,5,2022-02-21
customer aja di rugikan apalagi driver semakin di siksa dengan sistem gak jelas,1,2022-02-10
terimakasih gojek aplikasi ini membuat saya customer leluasa mempermainkan driver sangat aman bermain main dengan drivernya,5,2022-02-10
aplikasi susah cari driver payah,1,2022-02-25
driver ramah,5,2022-02-21
belum sampe ke perkampunganada tp ga mau di ambil alasannya tidak ada driver,4,2022-02-11
order gofood bayar paakai gopay ga dapat driver nya alhasil cancel itupun kita ga bisa cancel harus dri restonya yg cancel gajelas,1,2022-02-11
dah kelaparan gak dapat driver,1,2022-02-20
aplikasi buatan anak negeri tp semakin hari semakin gak jelas sudah biaya pemotongan 20 sekarang di tambah lagi pemotongan biaya jasa aplikasi 2000 di saat pandemi seperti ini pihak gojek manajemen masih saja memberatkan driver dan konsumen alasan utk memperbaiki aplikasi sangat tidak masuk akal per orderan terendah kena biaya potongan 4000 driver semakin hari semakin menjerit dasar aplikasi penindas semoga aja konsumen cepat beralih ke aplikasi maxim yang harganya lebih terjangkau,1,2022-02-21
respon driver cukup bagus,5,2022-02-10
pemilihan driver dari jarak resto lokasi penjemputan terlalu sangat jauh pdhl disblh resto bnyk driver selalu menunggu 5 menit untuk dpat driver  luamaaa bgttt paraaaahhhhhh,1,2022-02-11
instal cm buat pembayaran belanja di tokopedia kalau mau pake aplikasi gojeknya langsung malass klo pesen gocargojek sering ga ada drivernya,1,2022-02-11
drivernya ramah2,5,2022-02-11
di tingkatkan pelayanan nya dan mohon driver selalu taat lalu lintas serta protokol kesehatan,5,2022-02-10
kecewa banget sekarang pake gojek selalu gangguan jaringan padahal wifi dan internet bagus trus pesan gofood sekarang pake biaya app  diluar biaya driver nya wht the hell,1,2022-02-09
lama banget nunggu drivernya niat ga sih,1,2022-02-21
saya nyari driver lebih dari 1 setengah jam gak dapet dapet di banyuwangi ,1,2022-02-09
tolong dong klo driver ngechat ada notifnya kalo di tinggal aplikasi nya,1,2022-02-21
minta tolong driver di kroscek lagi dong udah bayar lewat gopay om saya gatau dikasih uang lagi diterima uninstall aja deh,1,2022-02-09
saya pesan bubur3 driver menjauhngeloss gk respon menjauh dr restopdhl resto super pesanan langsung disiapkan  baru driver ke 4 yg pickup gk karuan ini yg pesen di abaikan gablug saya doain yg ngeloss,1,2022-03-07
ditingkatkan lagi drivernya buat yg dipelosokmksh,4,2022-02-25
kurang bersahabat nih masa pesenan di batalin karena lama banget dapet driver  pas mau persen yg lain malah gk bisa,1,2022-02-08
giliran pihak cs yg komplain langsung di respon klo aplikasi driver bnyak mintra yg mengeluh dengan sistem kalian tidak ada yg di respon perhatikan driver juga jngan cmn cs tanpa driver kalian bukan apa,1,2022-02-08
kenal kan nama saya muhammad arfan dan saya sangat senang klo sikap driver ojek sopan terhadap penumpang nya ,4,2022-02-08
aplikasi makin kesini makin sering eror apalg klo pake goridegocar driver dimap nya deket eh dapetnya suka jauh kebanyakan sih nunggu karna driver nya jauh2,2,2022-02-08
mau complain telpon gabisa orderan gak dapet2 driver,1,2022-02-08
driver tidak mau ambil pesanan tapi tidak mau nge cancel dan tidak bisa di cancel,1,2022-02-08
hadeeuh gimana sih gojeksaya order goride tapi driver nya lama bgtdan di map juga gak gerak sama sekaliterpaksa saya cancel dan order lagi yg baru soalnya saya juga lagi buru2eehhhh malah akun saya di bekukan dikira order fiktifarhh gojek sekarang jelek bgt,1,2022-02-08
tolong ya saya sudah beberapa kali pesan makanan tapi ada yang tidak sampai ke alamat tujuan makanan sudah dikonfirmasi oleh restoran dan sudah dibayar katanya kami akan carikan driver tapi sampe beberapa jam bahkan hari ga dapet padahal jarak resto ke alamat tujuan dekat mohon untuk diperbaiki ,3,2022-02-08
udh 3 jam bah pesanan gua gak sampaisampai  mencari driver aja,1,2022-02-08
hari ini sy mengalami kejadian yg kurang mengenakan dengan apk ini sy melakukan pemesanan gofood tapi setelah beberapa menit hampir sejam masih belum ada perubahan status lalu sy memutuskan untuk melaporkan pembatalan pesanan sy tetapi pembatalan ditutup karna katanya driver sudah menerima tapi status driver di sy tetap tdk ada alias masih menunggu hingga sy memutuskan untuk menunggu sampai 2 jam tapi tidak ada perubahan apa barulah setelah itu pesanan sy dibatalkan karna tdk terhubung,3,2022-02-08
baru kali ini emosi bgt pesen gofood dpt driver g jelas katanya suruh nunggu 10 mnt saya liat di map belum jalan sama sekali ke lokasi 15 mnt masi di tmpt hampir set jam baru jalan tp bukan ke restonya dianya malah muter2 ga jelas makin lama makin jauh sama resto mau batalin pesanan kasihan sma drivernya akhirnya nunggu sampe 40 mnt tbtb drivernya ganti gada pemberitahuan driver pertama juga ngga bisa di hubungi akhirnya nunggu hampir 1 jm makanan baru smpe mana belum mkn dr siang ,1,2022-02-08
pesanan saya ga di antar oleh driver saya membikin laporan tanggapan nya kurang,1,2022-02-08
tolong muncul kan lagi bonus untuk driversaya sebagai customer muak melihat tingkah laku driver yg selalu marah2,1,2022-02-09
nice tapi kalo boleh saran untuk rating driver nya kalo bisa dicantumkan ya min jadii paling ngga kita sebagai konsumen ada gambaran seperti apa penilaian driver inii sebelumnya terimakasih,5,2022-03-06
tolong di percepat lagi proses pencarian driverx jgn cari yg gacor smua driver buat makan buat kerluagax,5,2022-02-10
padahal saya beberapa kali cancel karena driver yang minta kenapa sekarang akun gojek saya jadi bayarnya mahal dan selalu dapet driver dengan jarak yang ckup jauh dari lokasi saya memesan,2,2022-02-09
memberlakukan tarif yang terjangkau pala bapak klen naik trooosss  fix gw pindah ke grab gojek dari aplikasi dpt dari cust dpt dari driver dpt otak klen ada uninstall gojek,1,2022-02-21
barusan saya order pakai promo tapi ga dapet driver otomatis order ulang lah pas udah order ulang lha kok promonya tiba hilang gajelas entah kemana,1,2022-02-09
tidak sengaja ketekan anak pesan bakmi gm di tramrin city tujuan ke batas ciledug dari ponsel istri sy sudah konfirmasi resto  driver gojek tdk bisa dibatalkan dan makanan blm di buat tlp cs tdk ada solusi endingnya driver antar makanan tsb kami sekeluarga akan uninstall apk ini terima kasih,1,2022-02-09
giliran komentar disini ada tanggapan kok di app driver nya ga ditanggepin yah,1,2022-02-21
ijin untuk jadi mitra driver gojek,5,2022-02-21
dulu gojek bagus sekali aplikasinya tp knp makin kesini makin lemoott dan susah utk cari driver pesen makan nunggu trs krn blm nemu drivernya juga jarang ada diskonnya pdhl di aplk ojol sebelah bnyk sekali diskon dan hampir tiap hari semoga gojek bisa bersaing ,2,2022-02-09
susah nyariin drivernya tolong itu di perhatkan,1,2022-02-12
saya udh lama pengguna aplikasi ini ketika ada driver yang menyelesaikan tanpa mengirimkan paket dan saldo saya berkurang dan sudah komplain malahan komplain saya tibatiba sudah ditutup secara sepihak sumpah kecewa dan gak mau pake aplikasi ini lagi mendingan pake yang lain lebih jelas dan tidak merugikan customer nya entah itu driver diberi sangsi atau tidak cukup sampe disini nyesel parah,1,2022-02-12
driver ramah lebih oke daripada aplikasi yg lain,5,2022-02-12
makin lama makin gak jelasssssss nunggu driver 30 mnt lebih ga dapet makin di update malah makin rusakkkk,1,2022-02-12
drivernya tdak sopan,1,2022-02-13
hahamuka2 promosama kya sayadulu banyak promo karna masih dipegang sama pak nadiemsekarang dipegang ama orang peditpelit mah ga bakal ada promoada sihcuma pasti ada timbal baliknyaalhasil bukan untung dpt promo tpi malah kejebak ama bayar biaya tambahan aplikasivoc dipakai ga bisadsbbuat driver nya juga sekarang kasianbanyak yg ngeluh karena gojek sekarang pilih kasih sama driver nyamasa seharian cuma dpt 23 orderkadang masuk parkir kena biaya 2rbtrus dia dpt ongkir cuma 8rb,5,2022-02-20
alhamdulillah selalu bertemu dengan driver yang baik,5,2022-02-12
paling keseringan bngt klo lg order gofood suka dioper oper drivera ke driver yng lain apalg klo udh lama nunggu trus laper rasaa pengen dicancel,3,2022-02-12
semakin hari pelayanan makin gak karu karuan tarif aplikasi 3000  tp nyarikan driver pas lagi rame malah gaada  ngulang 5x sampai jadi males mau pakai gojek lagi,1,2022-02-12
bagaimana cara kasih ulasan bintang 1 untuk driver terpilih di aplikasi tokopedia sudah sejam nunggu ga jadi pickup dan diganti driver lain karena alasan hujan depan rumah padahal seliweran motor yang aktivitasnya normal aja driver pengganti itu juga lama sekali dipickup,1,2022-02-20
gak bisa di andelin sekarang gojek mesen berkali kali gak bisa dan gak dapat driver heran banget nyari paling deket tapi jauh banget nunggunya lama,1,2022-02-12
halo gojek yang terhormat sebelumnya saya cuma ingin bertanya kenapa ya setiap saya memesan itu selalu tidak bisa dengan alasan driver sedang sibuk maaf ini kok dikit drivernya ya  padahal wilayah saya kota besar lo banyak driver saya liat apakah ini memabg ada kendala pada aplikasi ,2,2022-02-12
bosok berkali2 order go food g pernah dpt driver,1,2022-02-12
kenapa sekarang setiap pesan pasti semua driver sibuk ,1,2022-02-12
perbaiki tarifnyajgn lupa benahin juga driver2nyasaya pelanggan setiabisa cek akun gojek sayahadeuh,2,2022-02-26
klw pesan gocar terutama di daerah saya di bekasi barat  tiap jarak tempuh nya pendek  cmn habis sekitar 20rbu pasti enggak mau ambil penumpang  udh di terima itu orderannya tibaw dibatalin sama drivernya sudah sering sy di buat jengkel sama gocar  g cmn gocar aja  yg taxi dr gojek juga sama jual mahal bgt  nanti di kasi bintang 1 ngomel2 sedangkan driver sllau nolak trip pendek,1,2022-02-13
harusnya ada fasilitas chat antara resto dan customer realtime agar resto gak rugi saat gak ada driver atau driver cancel dan customer gak bingung batal atau order lagi atau nunggu,5,2022-02-13
di masa pandemi  kenapa ongkir di naik kan  pakai biaya jasa aplikasi segala  itu sangat merugikan ke customer dan driver,2,2022-02-13
chat driver tidak pernah muncul padahal driver sudah chat panel notifikasi juga sudah dihidupkan dan sama saja tolong solusinya,4,2022-02-13
saya sangat menyukai memakai app gojek  baik go ride go car maupun go food  namun beberapa kali kecewa karna driver minta orderanpesanan di batalkan  saya suka memakai app ini semoga kedepannya lebih baik,5,2022-02-13
ongkos makin mahal dengan adanya biaya tambahan seperti biaya bungkus makanan biaya aplikasi dll tapi tidak dibarengi dengan perbaikan pelayanan contohnya seringkali dapat driver yang sangat jauh dadu titik restopenjemputan apalagi disaat musim hujan seperti ini malah sering kali sulit untuk mendapatkan driver,1,2022-02-13
parah gojek selalu menerima mentahmentah laporan penumpang driver selalu di salahkan,1,2022-02-20
sistem pemeras keringat driver,1,2022-02-13
saya sangat kecewa saya tertarik belanja lewat gomart krn voucher nya dgn minimal blanja 40rb saya cukup salut awal pesan mmng tersedia voucher nya dgn potongan harga sekian krn saya belanja 54rb otomatis dpt potongan ternyata pas di toko roti yg saya pesan habis dan driver nya cancel tnpa konfirmasi dlu driver nya konfirmasi cancel krn barang nya tidak ada di toko tolong untuk di tekankan kepada pihak toko dan driver nya utk lebih profesional lagi tolong lebih di perhatikan lagi,1,2022-02-20
biaya apk terlalu tinggi aplikasiparkir dll padahal nanya sama driver cuma sedikit dapetnya,1,2022-02-11
sangat puas menggunakan aplikasi gojek driver sangat sopan2 dan ramah2 semoga seperti itu slamanya makaksih aplikasi gojek,5,2022-02-11
baik dan ramahmerasa sangat terbantu dengan ada driver,5,2022-02-20
pelayanan dari driver nya kurang memuaskan ,1,2022-02-11
sering kecewa kalo pesen go send drivernya sering banget batalin sepihak trs driver bisa dapet multi order dr penyedia apps nya jadi ketika driver blm menuntaskan tugas pertama di ujung tugas bisa dapet order dr penumpang lain makanya bikin waktu tunggu jadi lama,1,2022-03-05
sangat membantudan selama ini kurirnya sopan2,5,2022-02-20
masukan aja siaplikasinya jgn sering lemottrus nyari drivernya jgn jauh2 sdangkan yg dket bnyakpercuma bnyak promo klo kya gtu fyisya sering batal ngorder pke gojek krna nyari drivernya jauhjdi pindah k lapak sbelah,3,2022-02-11
mengecewakan astaghfirullah baru tau ternyata kenapa kebanyakan driver sampai dibatalin pesanannya karena ngga ada menu pembatalan pesanan padahal saya ingin mengubah metode pembayarannya dholim ini aplikasi maaf bintang 1 mengecewakan sekali,1,2022-02-20
kurang nya kecapan dalam pencarian driver driver sering kosong klo masih sulit cari driver uninstal aplikasi ini,2,2022-02-11
gojek oke drivernya ramah,4,2022-03-05
harusnya motode pembatalan makanan digofood jangan dihilangkan jadi kalo dapat driver yg gak sopan kami bisa membatalkan pesanannya,1,2022-02-20
selalu tepat waktudriver jg ramah,5,2022-03-05
cepat dan ramah driver nya,5,2022-02-20
makasih untuk driver gojek semuanya,5,2022-02-12
driver nya banyak alasen ga pernah nyampai tujuan kalau lewati ojek pangkalan ga pernah ngerasain penumpang bawa barang bawaan trus masih jauh dr tujuan seenak nya aja nurunin penumpang,5,2022-02-12
driver memberikan pelayanan yang baik pada penumpang,5,2022-02-12
gara2 driver cancel mendadak saya jadi ketinggalan kereta,1,2022-02-20
kurang bintangnya masa saya chat driver lewat aplikasi engga bisa jadi susah buat ngehubungin drivernya engga bisa nanya nanya tolong lah diperbaiki,3,2022-02-12
drivernya bisa di ajak kerja sama jika cepat dia akan mempercepat namun kalau bisa lebih di seleksi lagi dalam pemilihan driver yang sudah lanjut usia karena suka grogi saat berkendara,4,2022-02-12
good driver,5,2022-02-12
dulu saya driver gojek tapi yg buat saya kesal akun saya sulit banget dapat orderan kejadian paling sadis sekolah baru pulang satupun saya gak dapat orderan padahal banyak orderan padahal saya butuh uang buat makan lalu saya bikin akun grab hasilnya lumayan lebih lumayan jadi driver grab dari pada gojek karena saya dapat kerjaan ke jkt lalu saya jual akun gojek saya buat ongkos karena saya gak pernah merasakan nikmatnya jadi driver gojek beda dgn grab pengalaman pahit jd driver gojek,2,2022-07-03
masyarakat walaupun kadang saya sebagai driver menggrutu,5,2022-04-01
saya beberapa kali bahkan lebih dari lima kali dan yang minta cancel itu drivernya yah kok jadi saya yang diblokir,1,2022-04-01
semua layanan kalo order dapet driver jauh2  biaya layanan aja mahal ,1,2022-03-22
ketemu driver dijalan sangat ugal ugalan dan membahayakan penumpang dan pengendara lain,1,2022-07-04
semenjak adanya korona semua driver disengsarain,1,2022-04-24
driver terlalu jauh dari resto,1,2022-05-19
pesan gojek dikasih driver yg lagi tidurdiapk 6menit smpai tujuan smpai stgh jam si driver gak datang2,1,2022-03-21
banyakin driver biar gak susah cari driver buat pesen makan klo malem,1,2023-06-03
semalam tas saya tertinggal dan saya mencoba untuk chat driver tpi tidak ada tanggapan,1,2022-03-21
barusan naik gokar driver sopan n baik banget,5,2022-03-23
bagus tpi kadang rada lama kalo pengen dapet driver,5,2022-03-31
teruntuk gojek tercinta tolong perbaiki sistem untuk layanan go ride untuk pemesanan dengan modus cencel tidak memakai masker sangat merugikan cs karena cencelan tersebut menguntungkan driver yang mengejar bonus dengan pilih pilih orderan tanpa mengurangi performa driver semoga cepat di perbaiki dan sukses selalu goto,1,2022-03-24
semakin hari pelayanan semakin gk karuan sya order makanan 45 menit baru dicarikan driver gimana gk parah ini aplikasinya,1,2023-11-18
sangat mengecewakan saya sengaja memilih resto yang lokasinya dekat dengan rumah saya dan ketika saya sedang memesan makanan melalui aplikasi ini ternyata malah diberi driver yang titik posisinya sangat jauh dari titik posisi resto tersebut bukan malah mempersingkat waktu malah memperpanjang waktu tunggu saya sedangkan waktu itu kami sekeluarga sudah sangat lapar dan akhirnya kami terpaksa harus menahan lapar hingga driver datang dan waktunya kurang lebih hampir 45 menit tolong diperbaiki,1,2022-05-23
dua aja dulu soalnya aku kecewa dengan sikap drivernya ga ada sopan2 sama sekali udah mencet bel ga sabar pake ngatain bodoh lagitolong dong gojek lebih selektif lagi dan kasih tau para drivernya terimakasih,2,2022-03-23
hampir setiap hari saya order gojekgocar tp 85 ditanya dg bahasa yg ga enak mentang2 saya trek dekat kebanyakan pada nolak pada milih2 giliran dtg orgnya sewot server tolong dong kalau nerima mitra driver gojekgocar di sortir yg bener2 masa kalah ama taksol sebelah orgnya ramah2 mobilnya ga bopeng2 ga penyok2 wangi dan ga bau rokok saya kecewa ahir2 ini dpet nya yg kurang nyaman pd pelayanan,1,2022-03-22
enak di jamannya pak nadiem sekarang kevin yg megang driver di bikin sapi perah katanya pt karya anak bangsa tapi kok mitranya di buat sengsara semakin di update semakin busukkk,1,2023-11-19
saya udah pakai gojek udah lebih dari 3 tahun tapi akun konsumen dibekukan katanya ada hal indikasi mencurigakan laah kan saya konsumen jadi asal memfitnah ajah dan saya udah banding tp ditolak dan gojek tidak bisa kasih tau dimana kesalahan saya untungnya ada beberapa kasus ada driver bermasalah sama saya tapi untungnya saya tidak lapor mulai dari hina badan saya yang gendut terus paha saya di pegang2alhasil skr saya balik lg ke grabcar,1,2022-07-08
tolong bgi gojek driver yg kurang jjur untuk d tindak lnjutiuntuk go foodgo ride atau yg lain nya saya nilai masih bagustp untuk go shop hati hati bnyak oknum yg kurang jjurdengan bnyak alasan ini itu dn sbagainya,1,2022-05-22
driver nya baik dalam perilaku ataupun mengendarai tepat waktu mksh gojek,5,2022-03-23
lama cari driver nya,3,2022-04-03
sangat tidak memuaskan makin mahal susah cari driver nya,3,2022-04-03
udh bagus menyeluruh cuma bikin pembeda buat costumer yang jujur samaa yang enggak dengan ngasih bintang oleh si driver nya biar driver lain gak kena tipu  costumer yang jujur gak sulit nyari gojek ,5,2022-05-15
suka lama klau nyari driver,5,2022-06-22
mahall ga ada promo driver jg ga ramah,1,2022-04-04
parah gojek mau nelpon driver malah pulsaku tersedot coba sediakan dong fitur telepon gratis aplikasi yg menggunakan data atau wifi pakai nomor samaran saya rugi pulsa tolong gojek gantiin pulsa saya habis 40ribu,1,2022-09-23
buat gojek kalo nyari driver jangan jauh banget dong tolong ya,3,2022-04-02
cukup membantu dan driver sopan dan jujur,5,2022-04-02
sangat membantu driver nya ramah ramah,5,2022-03-20
gk jelas kasihan driver yg jadi sasaran gojek,1,2022-05-17
susah cari driver males pakek jadi nya,1,2022-03-20
nyaman murah dan banyak promonya semakin berkwalitas dan selalu jadi driver yg baik untuk penumpang yah makin sukses gojek indonesia mensejahterakan keluarga dan mengurangi banyak pengangguran  meski kadang driveer nya juga udah ada kerjaan tetap tapi tetep semangat nambah penghasilan ,5,2022-04-03
kenapa yah aplikasi gojek makin hari makin makin jelek gak dapat driver lah driver sepi lah bnyak banget hal yg bikin emosikalo order makanan via gofood jg lama banget drivernya kalo emang gak ada driver mohon untuk di konfirmasi scptnya biar gak kelamaan nunggu capek tau udah lapar cari driver bs hampir sejam hadeh,1,2022-03-24
terlalu banyak biaya itu ini ke driver cman sedikit ongkosnya ,1,2022-09-17
nysmsn sman drivernya sopan sopan,5,2022-03-28
banyak drivernya yang anarkis di jalan main hakim sendiri,1,2022-03-28
gmna si aplikasi skg masa mesan makanan ampe 30 menit bahkan ampe 1 jam baru dpt driver tolong di prbaiki supaya kita yg biasa mkan pke gofod ga pindah ke aplikasi lain,1,2023-08-30
saya pesen gofood udah tiga kali di batalin drivernya jauh kata drevernya jauh batalin malah akun saya yang di bekukan,4,2022-03-26
driver pda cancel order,1,2023-08-19
pembodohan ya aplikasinya waktunya 27 menit disuruh nunggu dapat driver dan makanan dibuatkan sambil nunggu driver itu 8 menit ehhhhhh waktu berkurang jadi tinggal 19 menit dapet driver masih nunggu antrian makanan baru dibuat setelah itu waktu tinggal 10 menit waktunya berhenti dong gk jalan dan gk berkurang tetep di 10 menitnanti kalau makanan sudah jadi dan diantar baru tuh waktu berjalan dan ditambah 1 menit bodohpembodohan biasa beli cuman makan waktu 30 menitan sekarang 1 jam,1,2022-06-02
kalo pesen makanan stlh 5 menit baru dicariin drivernya klw pas lg susah kan nunggu lama bgt jdnya dingin mknan yg udh di pesan lambat banget penanganannya,1,2022-03-26
aplikasi gajelas driver nya banyak yg pakai aplikasi modifikasi datang nya lemot semuanya order apa pun driver gapernah cepat indrive loh contoh driver nya cepat,1,2023-11-14
lambat cari drivernya,1,2022-03-27
sering sepi driver,3,2022-03-27
ketika memesan makanan sulit mendapatkan driver,5,2022-03-27
kenapa driver sibuk terussusah cari pesanan di area cikeas,1,2022-03-27
tolong biaya aplikasi untuk mngorder makanan dkurangin toh gojek juga sudah mendapat 20 persen dari resto 20 persen dari driver ini untuk mengorder biaya aplikasi terlalu tinggi meurut saya,3,2023-10-12
driver ramah jika kecelakaan dapat mencari jalur alternatif,5,2022-03-26
pelayanan baik driver juga baik,5,2022-03-30
coba tolong ongkos ke driver di besarkan kasian dia juga manusia butuh buat keluarga nya paling sebel kalau melakukan transaksi ini pengiriman barang saya udah bayar besar eh ke driver nya mlh kaya yg gratis ongkir aplikasi gk ngotak ini mh jdi driver merasa kesal ke buyer nya serasa pakai promo pdhl tidak,1,2022-03-30
kebersihan driver bagus,5,2022-07-18
kecewa bngt sma driver2 yg main cancel2 udah mah depan mata d cancel tolong yg kaya gtu d suspenddengan alasan jauhkalau jauh g usah nge gojekorang g bsa bersyukur,1,2023-07-29
apk nya udah bagus cuman harus di tingkatkan lagi fitur2 nya dan kalo nyari driver di bantu agar lebih cepat,5,2022-07-13
lambat mencari driver karna slluh slluh mncari driver yg jau,1,2022-03-30
pokoknya rekomended smua driver2nya,5,2022-03-29
kalau pesan gofood sekarang lamaaaaaaaaaaa banget datangnyaproses makanan disiapin aja bisa 30 menitbaru nyari driverdriver datang ke resto masih nunggu lagibohong kalau driver samapi resto makanan udah jadikemungkinan nya kecilkalau gojekn ga mau kehilangan pelanggan coba di pertimbangkan balik ke sistem lama  aplikator lainnya aja fine fine pakai sistem lamagojek banyak terobosan tapi zonkbukannya memanjakan nasabah tapi malah mempersulitsumpah jadi males order pakai gojek,1,2023-12-05
driver kalo dipanggil kog patokannya titik padahal sy minta dijemput kan alamat bukan titik,3,2022-04-12
aplikasi gojek ini benar benar menbantutapi jika hujan terkadang sepi driver padahal justru saat itu sedang butuh2 nya,5,2022-04-07
keren mempermudah kita kemanapun dan pastinya aman sy sudah lama memakai apl gojek ini terimakasih kepada driver yg berbuat baik kepada sy dan mau mengantar saya good joob gojek,5,2022-03-15
tolong ya buat gojek kalo mau milih driver untuk di pekerjain itu juga liat dong kelayakan motornya gimana saya bukan ga bersyukur gimana cuman saya udh banyak kali dapet driver yg kadang motornya kek ga layak jok motor yg tiap jalan kebuka dll dan saya bayar dengan harga sama dengan driver lain yg mungkin lebih layak kenyamanan penumpang juga penting dong tolong di baca y pihak gojek saya cukup kecewa,2,2022-04-12
driver nya ramah dan tepat waktu,5,2022-06-16
